"F4000T","UAA","NutsShare","res","x","y"
0,2100,0,20000,4460,3960
0,9000,0,20000,4560,3960
0,1000,0,20000,4580,3960
0,3000,0,20000,4600,3960
0,4000,0,20000,4660,3960
0,4000,0,20000,4680,3960
0,3000,0,20000,4720,3960
0,6000,0,20000,5040,3960
0,2200,0,20000,5060,3960
0,3000,0,20000,5160,3960
0,2000,0,20000,5180,3960
0,2300,0,20000,4100,3940
0,600,0,20000,4120,3940
0,400,0,20000,4140,3940
0,600,0,20000,4160,3940
0,800,0,20000,4180,3940
0,170,0,20000,4200,3940
0,280,0,20000,4220,3940
0,800,0,20000,4240,3940
0,270,0,20000,4260,3940
0,16000,0,20000,4460,3940
0,8000,0,20000,4500,3940
0,1300,0,20000,4580,3940
0,500,0,20000,4720,3940
0,2700,0,20000,5020,3940
0,5000,0,20000,5160,3940
0,4000,0,20000,5260,3940
0,4000,0,20000,5340,3940
0,240,0,20000,5360,3940
0,2400,0,20000,4080,3920
0,1200,0,20000,4120,3920
0,1000,0,20000,4160,3920
0,700,0,20000,4180,3920
0,600,0,20000,4200,3920
0,500,0,20000,4220,3920
0,1900,0,20000,4240,3920
0,7000,0,20000,4460,3920
0,2700,0,20000,4580,3920
0,6000,0,20000,4680,3920
0,800,0,20000,4720,3920
0,500,0,20000,5020,3920
0,2600,0,20000,5160,3920
0,4000,0,20000,5360,3920
0,400,0,20000,4120,3900
0,1200,0,20000,4220,3900
0,4000,0,20000,4400,3900
0,4000,0,20000,4620,3900
0,5000,0,20000,4660,3900
0,5000,0,20000,4680,3900
0,900,0,20000,4720,3900
0,600,0,20000,5040,3900
0,250,0,20000,5060,3900
0,70,0,20000,5160,3900
0,2700,0,20000,4120,3880
0,1100,0,20000,4140,3880
0,160,0,20000,4200,3880
0,3000,0,20000,4400,3880
0,3000,0,20000,4560,3880
0,3000,0,20000,4620,3880
0,3000,0,20000,4640,3880
0,4000,0,20000,4660,3880
0,220,0,20000,4720,3880
0,5000,0,20000,5040,3880
0,1000,0,20000,5080,3880
0,1200,0,20000,4400,3860
0,1200,0,20000,4640,3860
0,5000,0,20000,4660,3860
0,6000,0,20000,4680,3860
0,700,0,20000,4800,3860
0,4000,0,20000,5000,3860
0,4000,0,20000,5020,3860
0,3000,0,20000,5040,3860
0,2100,0,20000,5100,3860
0,2900,0,20000,5180,3860
0,7000,0,20000,5340,3860
0,2800,0,20000,5400,3860
0,2000,0,20000,4340,3840
0,4000,0,20000,4420,3840
0,2200,0,20000,4440,3840
0,900,0,20000,4480,3840
0,4000,0,20000,4620,3840
0,9000,0,20000,4800,3840
0,14000,0,20000,5000,3840
0,6000,0,20000,5020,3840
0,4000,0,20000,5040,3840
0,300,0,20000,5160,3840
0,1400,0,20000,5420,3840
0,8000,0,20000,4340,3820
0,1900,0,20000,4420,3820
0,1700,0,20000,4540,3820
0,2300,0,20000,4660,3820
0,1200,0,20000,4700,3820
0,6000,0,20000,4800,3820
0,1400,0,20000,5000,3820
0,12000,0,20000,5120,3820
0,2000,0,20000,4520,3800
0,2700,0,20000,4680,3800
0,1100,0,20000,4700,3800
0,4000,0,20000,4800,3800
0,12000,0,20000,4820,3800
0,1800,0,20000,4240,3780
0,2500,0,20000,4360,3780
0,6000,0,20000,4380,3780
0,2000,0,20000,4620,3780
0,1000,0,20000,4640,3780
0,1000,0,20000,4660,3780
0,4000,0,20000,4680,3780
0,1100,0,20000,4800,3780
0,4000,0,20000,4820,3780
0,900,0,20000,4980,3780
0,2200,0,20000,4500,3760
0,1400,0,20000,4520,3760
0,2200,0,20000,4620,3760
0,800,0,20000,4640,3760
0,1600,0,20000,4660,3760
0,17000,0,20000,4720,3760
0,400,0,20000,4980,3760
0,10000,0,20000,5340,3760
0,1800,0,20000,4460,3740
0,4000,0,20000,4580,3740
0,1400,0,20000,4640,3740
0,2300,0,20000,4660,3740
0,9000,0,20000,4700,3740
10,30000,0,20000,5200,3740
0,28000,0,20000,5220,3740
0,20000,0,20000,5280,3740
0,14000,0,20000,5300,3740
0,5000,0,20000,5360,3740
0,7000,0,20000,4200,3720
0,5000,0,20000,4480,3720
0,1400,0,20000,4520,3720
0,1400,0,20000,4600,3720
0,1600,0,20000,4660,3720
0,14000,0,20000,4700,3720
0,12000,0,20000,4720,3720
0,20000,0,20000,5200,3720
0,11000,0,20000,5220,3720
10,20000,0,20000,5280,3720
0,12000,0,20000,5300,3720
0,1300,0,20000,4620,3700
0,11000,0,20000,5120,3700
10,16000,0,20000,5140,3700
10,24000,0,20000,5160,3700
0,29000,0,20000,5180,3700
0,13000,0,20000,4480,3680
0,22000,0,20000,5120,3680
0,16000,0,20000,5140,3680
0,21000,0,20000,5160,3680
0,30000,0,20000,5180,3680
0,1600,0,20000,4360,3660
NA,NA,0,20000,4660,3660
0,24000,0,20000,5080,3660
10,26000,0,20000,5100,3660
20,24000,0,20000,5240,3660
10,21000,0,20000,5260,3660
0,9000,0,20000,4200,3640
0,1200,0,20000,4360,3640
0,1000,0,20000,4380,3640
0,8000,0,20000,4580,3640
0,15000,0,20000,5080,3640
0,19000,0,20000,5100,3640
0,18000,0,20000,5240,3640
10,18000,0,20000,5260,3640
0,400,0,20000,4360,3620
0,15000,0,20000,4500,3620
0,6000,0,20000,4580,3620
0,2400,0,20000,4360,3600
0,7000,0,20000,4380,3600
0,4000,0,20000,4480,3600
0,3000,0,20000,4380,3580
0,9000,0,20000,4500,3580
0,4000,0,20000,4560,3580
10,25000,0,20000,5160,3580
10,18000,0,20000,5180,3580
10,18000,0,20000,5200,3580
20,19000,0,20000,5220,3580
0,4000,0,20000,4380,3560
10,30000,0,20000,5160,3560
20,24000,0,20000,5180,3560
40,25000,0,20000,5200,3560
0,11000,0,20000,4220,3540
0,13000,0,20000,4300,3540
0,4000,0,20000,4620,3540
10,27000,0,20000,5160,3540
10,24000,0,20000,5180,3540
20,20000,0,20000,5200,3540
10,11000,0,20000,5220,3540
NA,NA,NA,20000,5320,3540
0,1800,0,20000,4200,3520
0,10000,0,20000,4220,3520
0,6000,0,20000,4460,3520
0,27000,0,20000,5160,3520
0,25000,0,20000,5180,3520
10,13000,0,20000,5200,3520
10,9000,0,20000,5220,3520
0,1100,0,20000,4200,3500
0,7000,0,20000,4220,3500
0,3000,0,20000,4220,3480
0,13000,0,20000,4240,3480
0,11000,0,20000,4380,3480
0,12000,0,20000,4360,3460
0,13000,0,20000,4380,3460
0,23000,0,20000,4500,3460
0,22000,0,20000,4240,3440
0,7000,0,20000,4380,3440
0,24000,0,20000,4500,3440
NA,NA,NA,20000,4620,3440
0,17000,0,20000,4240,3420
0,2800,0,20000,4180,3400
0,12000,0,20000,4120,3380
0,9000,0,20000,4200,3380
0,14000,0,20000,4460,3380
0,25000,0,20000,4560,3380
0,18000,0,20000,4580,3380
0,20000,0,20000,4200,3360
0,15000,0,20000,4500,3340
0,15000,0,20000,4480,3320
0,2200,0,20000,4500,3320
0,4000,0,20000,4000,3300
0,8000,0,20000,4320,3300
0,13000,0,20000,4340,3300
0,28000,0,20000,4380,3280
0,20000,0,20000,4460,3280
0,15000,0,20000,4400,3260
0,20000,0,20000,4420,3260
10,16000,0,20000,5240,3260
0,18000,0,20000,4400,3240
0,14000,0,20000,4420,3240
0,20000,0,20000,4440,3240
0,20000,0,20000,4460,3240
10,16000,0,20000,5240,3240
0,15000,0,20000,4460,3220
0,11000,0,20000,4480,3220
0,15000,0,20000,4540,3220
0,5000,0,20000,4560,3220
0,11000,0,20000,4580,3220
0,18000,0,20000,5120,3220
10,16000,0,20000,5140,3220
10,21000,0,20000,5160,3220
10,19000,0,20000,5180,3220
30,18000,0,20000,5200,3220
20,13000,0,20000,5220,3220
20,11000,0,20000,5240,3220
10,3000,0,20000,5260,3220
0,11000,0,20000,4480,3200
0,23000,0,20000,4500,3200
0,18000,0,20000,4540,3200
30,27000,0,20000,5120,3200
40,19000,0,20000,5180,3200
220,26000,0.01,20000,5200,3200
20,23000,0,20000,5220,3200
20,22000,0,20000,5240,3200
10,15000,0,20000,5260,3200
0,1100,0,20000,4340,3180
0,30000,0,20000,4400,3180
0,14000,0,20000,4480,3180
0,19000,0,20000,4520,3180
0,21000,0,20000,4540,3180
0,21000,0,20000,4560,3180
0,14000,0,20000,4580,3180
0,10000,0,20000,4620,3180
0,18000,0,20000,5080,3180
0,24000,0,20000,5100,3180
10,19000,0,20000,5120,3180
40,26000,0,20000,5160,3180
400,23000,0.02,20000,5220,3180
20,25000,0,20000,5240,3180
20,27000,0,20000,5260,3180
0,9000,0,20000,4340,3160
0,13000,0,20000,4400,3160
0,16000,0,20000,4500,3160
0,24000,0,20000,4520,3160
0,14000,0,20000,4560,3160
0,4000,0,20000,4580,3160
0,12000,0,20000,4600,3160
0,7000,0,20000,4620,3160
10,10000,0,20000,5080,3160
20,14000,0,20000,5100,3160
30,23000,0,20000,5120,3160
50,27000,0,20000,5160,3160
30,29000,0,20000,5180,3160
110,28000,0,20000,5200,3160
90,22000,0,20000,5240,3160
0,6000,0,20000,4100,3140
0,4000,0,20000,4620,3140
20,15000,0,20000,5080,3140
110,22000,0,20000,5120,3140
50,23000,0,20000,5200,3140
50,28000,0,20000,5240,3140
30,29000,0,20000,5260,3140
20,11000,0,20000,5080,3120
280,20000,0.01,20000,5140,3120
10,8000,0,20000,5200,3120
10,6000,0,20000,5220,3120
10,12000,0,20000,5240,3120
30,20000,0,20000,5260,3120
0,17000,0,20000,5000,3100
0,21000,0,20000,5020,3100
0,25000,0,20000,5040,3100
30,19000,0,20000,5080,3100
10,19000,0,20000,5200,3100
20,24000,0,20000,5220,3100
NA,NA,NA,20000,5280,3100
20,25000,0,20000,5000,3080
10,26000,0,20000,5020,3080
10,26000,0,20000,5040,3080
70,23000,0,20000,5080,3080
30,22000,0,20000,5100,3080
40,19000,0,20000,5200,3080
0,10000,0,20000,5220,3080
0,22000,0,20000,4320,3060
0,2600,0,20000,4360,3060
0,19000,0,20000,4380,3060
0,13000,0,20000,4560,3060
10,19000,0,20000,5000,3060
10,30000,0,20000,5040,3060
20,26000,0,20000,5080,3060
0,18000,0,20000,5100,3060
0,18000,0,20000,5120,3060
0,10000,0,20000,5140,3060
20,10000,0,20000,5160,3060
10,13000,0,20000,5240,3060
0,7000,0,20000,4360,3040
0,2300,0,20000,4380,3040
0,8000,0,20000,4540,3040
0,9000,0,20000,4560,3040
10,12000,0,20000,5000,3040
10,21000,0,20000,5040,3040
10,18000,0,20000,5060,3040
10,13000,0,20000,5080,3040
10,12000,0,20000,5100,3040
10,13000,0,20000,5120,3040
0,3000,0,20000,3460,3020
0,21000,0,20000,3700,3020
0,3000,0,20000,4500,3020
0,14000,0,20000,5000,3020
10,7000,0,20000,5020,3020
10,14000,0,20000,5100,3020
10,16000,0,20000,5120,3020
20,14000,0,20000,5140,3020
10,12000,0,20000,5160,3020
10,11000,0,20000,5180,3020
0,17000,0,20000,3460,3000
0,7000,0,20000,4500,3000
0,6000,0,20000,5000,3000
0,7000,0,20000,5020,3000
10,14000,0,20000,5080,3000
0,11000,0,20000,5120,3000
10,14000,0,20000,5140,3000
0,16000,0,20000,5160,3000
0,20000,0,20000,5180,3000
0,1000,0,20000,3260,2940
0,12000,0,20000,5060,2940
0,2000,0,20000,3220,2920
0,23000,0,20000,4740,2920
0,10000,0,20000,5040,2920
0,16000,0,20000,5060,2920
10,22000,0,20000,5540,2920
10,15000,0,20000,5560,2920
20,20000,0,20000,5520,2900
20,30000,0,20000,5540,2900
0,5000,0,20000,4540,2880
0,16000,0,20000,4640,2880
20,20000,0,20000,5500,2880
50,24000,0,20000,5520,2880
30,30000,0,20000,5540,2880
NA,NA,NA,20000,5600,2880
0,7000,0,20000,4580,2860
60,17000,0,20000,5200,2860
170,5000,0.03,20000,5240,2860
0,600,0,20000,5380,2860
40,19000,0,20000,5560,2860
10,30000,0,20000,5580,2860
400,20000,0.02,20000,5200,2840
90,13000,0.01,20000,5320,2840
60,19000,0,20000,5360,2840
0,17000,0,20000,5380,2840
10,11000,0,20000,5560,2840
110,30000,0,20000,5580,2840
NA,NA,NA,20000,5640,2840
0,21000,0,20000,4600,2820
0,19000,0,20000,4620,2820
0,22000,0,20000,4640,2820
0,12000,0,20000,4660,2820
0,13000,0,20000,4720,2820
0,22000,0,20000,4740,2820
300,27000,0.01,20000,5240,2820
20,5000,0,20000,5320,2820
30,15000,0,20000,5340,2820
20,14000,0,20000,5520,2820
50,27000,0,20000,5540,2820
30,26000,0,20000,5580,2820
30,30000,0,20000,5600,2820
40,24000,0,20000,5620,2820
40,19000,0,20000,5640,2820
10,7000,0,20000,5660,2820
10,25000,0,20000,4600,2800
40,19000,0,20000,4620,2800
10,19000,0,20000,4640,2800
10,20000,0,20000,4660,2800
10,19000,0,20000,4720,2800
20,23000,0,20000,4740,2800
70,29000,0,20000,5240,2800
70,30000,0,20000,5260,2800
50,17000,0,20000,5300,2800
30,23000,0,20000,5540,2800
60,28000,0,20000,5560,2800
20,30000,0,20000,5580,2800
10,14000,0,20000,5600,2800
20,16000,0,20000,5620,2800
0,900,0,20000,960,2780
0,22000,0,20000,4560,2780
10,24000,0,20000,4580,2780
0,21000,0,20000,4960,2780
20,5000,0,20000,4980,2780
40,23000,0,20000,5040,2780
10,19000,0,20000,5060,2780
120,21000,0.01,20000,5280,2780
40,17000,0,20000,5340,2780
10,16000,0,20000,5360,2780
20,25000,0,20000,5380,2780
10,20000,0,20000,5400,2780
10,17000,0,20000,5420,2780
40,30000,0,20000,5560,2780
20,30000,0,20000,5580,2780
90,23000,0,20000,5600,2780
20,22000,0,20000,5620,2780
90,23000,0,20000,5640,2780
20,30000,0,20000,5660,2780
NA,NA,NA,20000,940,2760
0,15000,0,20000,4560,2760
0,18000,0,20000,4580,2760
0,18000,0,20000,4960,2760
40,4000,0.01,20000,4980,2760
80,26000,0,20000,5040,2760
20,30000,0,20000,5060,2760
40,22000,0,20000,5360,2760
70,23000,0,20000,5380,2760
20,22000,0,20000,5400,2760
30,23000,0,20000,5420,2760
30,20000,0,20000,5560,2760
20,27000,0,20000,5600,2760
20,17000,0,20000,5640,2760
40,20000,0,20000,5660,2760
0,11000,0,20000,4760,2740
0,11000,0,20000,4780,2740
30,29000,0,20000,4960,2740
30,8000,0,20000,4980,2740
30,15000,0,20000,5020,2740
60,17000,0,20000,5240,2740
80,17000,0,20000,5260,2740
110,18000,0.01,20000,5300,2740
20,21000,0,20000,5320,2740
20,24000,0,20000,5340,2740
70,24000,0,20000,5360,2740
180,28000,0.01,20000,5400,2740
60,26000,0,20000,5420,2740
10,15000,0,20000,5600,2740
30,19000,0,20000,5620,2740
20,18000,0,20000,5640,2740
60,25000,0,20000,5660,2740
0,1100,0,20000,3720,2720
0,18000,0,20000,3740,2720
0,8000,0,20000,4760,2720
0,16000,0,20000,4780,2720
120,28000,0,20000,4960,2720
40,22000,0,20000,4980,2720
10,17000,0,20000,5000,2720
30,13000,0,20000,5020,2720
30,22000,0,20000,5240,2720
20,16000,0,20000,5280,2720
10,23000,0,20000,5300,2720
10,19000,0,20000,5320,2720
90,27000,0,20000,5360,2720
40,30000,0,20000,5400,2720
190,23000,0.01,20000,5420,2720
20,16000,0,20000,5600,2720
30,21000,0,20000,5620,2720
80,30000,0,20000,5640,2720
40,24000,0,20000,5660,2720
40,17000,0,20000,4760,2700
10,14000,0,20000,4780,2700
100,15000,0.01,20000,4800,2700
20,22000,0,20000,4820,2700
80,11000,0.01,20000,5040,2700
10,21000,0,20000,5060,2700
60,30000,0,20000,5200,2700
40,20000,0,20000,5220,2700
0,16000,0,20000,5340,2700
30,26000,0,20000,5360,2700
40,28000,0,20000,5400,2700
40,22000,0,20000,5440,2700
10,20000,0,20000,5460,2700
0,2000,0,20000,5560,2700
20,9000,0,20000,5600,2700
20,17000,0,20000,5620,2700
10,24000,0,20000,5640,2700
10,27000,0,20000,5660,2700
0,5000,0,20000,4320,2680
0,5000,0,20000,4340,2680
10,15000,0,20000,4780,2680
60,15000,0,20000,4800,2680
10,24000,0,20000,4820,2680
50,15000,0,20000,5040,2680
30,27000,0,20000,5060,2680
30,30000,0,20000,5200,2680
10,26000,0,20000,5220,2680
40,14000,0,20000,5240,2680
0,5000,0,20000,5320,2680
10,15000,0,20000,5340,2680
30,29000,0,20000,5380,2680
20,28000,0,20000,5400,2680
30,27000,0,20000,5420,2680
20,18000,0,20000,5440,2680
10,22000,0,20000,5460,2680
0,15000,0,20000,5560,2680
NA,NA,NA,20000,5580,2680
10,15000,0,20000,5600,2680
30,30000,0,20000,5640,2680
10,30000,0,20000,5660,2680
20,11000,0,20000,4720,2660
100,14000,0.01,20000,4780,2660
80,16000,0,20000,4840,2660
70,6000,0.01,20000,4900,2660
90,17000,0.01,20000,4920,2660
10,30000,0,20000,4940,2660
10,12000,0,20000,5040,2660
10,24000,0,20000,5060,2660
20,28000,0,20000,5200,2660
60,30000,0,20000,5220,2660
130,16000,0.01,20000,5240,2660
50,11000,0,20000,5260,2660
70,25000,0,20000,5380,2660
0,17000,0,20000,5520,2660
0,23000,0,20000,5540,2660
10,18000,0,20000,5560,2660
0,1100,0,20000,5580,2660
10,16000,0,20000,4720,2640
80,19000,0,20000,4740,2640
220,18000,0.01,20000,4760,2640
20,17000,0,20000,4840,2640
30,12000,0,20000,4860,2640
0,6000,0,20000,4880,2640
700,16000,0.04,20000,4900,2640
90,25000,0,20000,4920,2640
10,26000,0,20000,4940,2640
30,15000,0,20000,5040,2640
10,21000,0,20000,5060,2640
20,30000,0,20000,5200,2640
60,24000,0,20000,5220,2640
150,16000,0.01,20000,5240,2640
10,16000,0,20000,5260,2640
40,30000,0,20000,5360,2640
30,30000,0,20000,5380,2640
20,21000,0,20000,5520,2640
20,23000,0,20000,5540,2640
0,14000,0,20000,5560,2640
0,1800,0,20000,5580,2640
0,1600,0,20000,4200,2620
10,15000,0,20000,4680,2620
10,8000,0,20000,4700,2620
50,25000,0,20000,4780,2620
10,18000,0,20000,4800,2620
20,11000,0,20000,4820,2620
20,16000,0,20000,4860,2620
20,21000,0,20000,4960,2620
10,21000,0,20000,4980,2620
10,13000,0,20000,5320,2620
20,18000,0,20000,5340,2620
40,30000,0,20000,5380,2620
40,22000,0,20000,5400,2620
10,21000,0,20000,5420,2620
NA,NA,NA,20000,5840,2620
0,900,0,20000,4180,2600
0,1200,0,20000,4200,2600
0,1600,0,20000,4220,2600
0,1600,0,20000,4240,2600
0,6000,0,20000,4680,2600
30,18000,0,20000,4760,2600
110,13000,0.01,20000,4860,2600
50,17000,0,20000,4960,2600
70,21000,0,20000,4980,2600
30,20000,0,20000,5320,2600
10,13000,0,20000,5340,2600
0,11000,0,20000,5360,2600
0,9000,0,20000,5380,2600
10,17000,0,20000,5400,2600
10,15000,0,20000,5420,2600
10,1300,0.01,20000,4240,2580
0,1100,0,20000,4260,2580
0,220,0,20000,4600,2580
0,5000,0,20000,4620,2580
0,5000,0,20000,4660,2580
40,16000,0,20000,4860,2580
50,22000,0,20000,4960,2580
10,24000,0,20000,4980,2580
0,6000,0,20000,5120,2580
10,40000,0,20000,5140,2580
0,14000,0,20000,5520,2580
0,15000,0,20000,5540,2580
10,17000,0,20000,5560,2580
20,14000,0,20000,5580,2580
NA,NA,NA,20000,1120,2560
20,1800,0.01,20000,4240,2560
40,12000,0,20000,4260,2560
10,5000,0,20000,4600,2560
10,6000,0,20000,4620,2560
10,13000,0,20000,4660,2560
110,16000,0.01,20000,4840,2560
300,15000,0.02,20000,4860,2560
30,23000,0,20000,4960,2560
40,28000,0,20000,4980,2560
NA,NA,NA,20000,5140,2560
20,16000,0,20000,5540,2560
0,19000,0,20000,5560,2560
30,23000,0,20000,5580,2560
120,16000,0.01,20000,3560,2540
30,15000,0,20000,3580,2540
140,16000,0.01,20000,3600,2540
90,24000,0,20000,3620,2540
0,9000,0,20000,4360,2540
30,12000,0,20000,4380,2540
10,10000,0,20000,4480,2540
30,9000,0,20000,4500,2540
50,19000,0,20000,4520,2540
30,30000,0,20000,4540,2540
40,24000,0,20000,4560,2540
40,17000,0,20000,4580,2540
50,5000,0.01,20000,4600,2540
0,6000,0,20000,4620,2540
0,10000,0,20000,4640,2540
20,11000,0,20000,4660,2540
10,11000,0,20000,4680,2540
150,16000,0.01,20000,4820,2540
300,14000,0.02,20000,4880,2540
70,16000,0,20000,4920,2540
170,25000,0.01,20000,4940,2540
120,26000,0,20000,4960,2540
140,18000,0.01,20000,4980,2540
0,9000,0,20000,5360,2540
0,17000,0,20000,5380,2540
40,14000,0,20000,5440,2540
30,15000,0,20000,5460,2540
20,10000,0,20000,5480,2540
10,11000,0,20000,5500,2540
160,22000,0.01,20000,3560,2520
90,9000,0.01,20000,3580,2520
70,16000,0,20000,3600,2520
270,20000,0.01,20000,3620,2520
20,5000,0,20000,4360,2520
100,7000,0.01,20000,4380,2520
120,19000,0.01,20000,4480,2520
60,27000,0,20000,4500,2520
180,21000,0.01,20000,4520,2520
100,27000,0,20000,4540,2520
100,20000,0,20000,4560,2520
20,20000,0,20000,4580,2520
10,6000,0,20000,4600,2520
10,8000,0,20000,4620,2520
0,6000,0,20000,4640,2520
10,9000,0,20000,4660,2520
10,7000,0,20000,4680,2520
10,5000,0,20000,4700,2520
10,3000,0,20000,4740,2520
120,8000,0.01,20000,4780,2520
120,13000,0.01,20000,4800,2520
180,8000,0.02,20000,4840,2520
300,19000,0.02,20000,4860,2520
800,12000,0.07,20000,4880,2520
90,3000,0.03,20000,4900,2520
800,19000,0.04,20000,4920,2520
210,25000,0.01,20000,4940,2520
100,14000,0.01,20000,4960,2520
600,50000,0.01,20000,4980,2520
20,14000,0,20000,5360,2520
10,16000,0,20000,5380,2520
20,16000,0,20000,5400,2520
10,15000,0,20000,5420,2520
10,17000,0,20000,5440,2520
10,13000,0,20000,5460,2520
40,18000,0,20000,5480,2520
120,20000,0.01,20000,5500,2520
0,2800,0,20000,3440,2500
180,21000,0.01,20000,3660,2500
40,20000,0,20000,3960,2500
30,15000,0,20000,3980,2500
10,5000,0,20000,4160,2500
20,3000,0.01,20000,4180,2500
10,8000,0,20000,4200,2500
10,6000,0,20000,4220,2500
20,11000,0,20000,4240,2500
30,11000,0,20000,4260,2500
40,5000,0.01,20000,4320,2500
20,2000,0.01,20000,4340,2500
40,1800,0.02,20000,4360,2500
30,8000,0,20000,4380,2500
70,27000,0,20000,4740,2500
40,8000,0,20000,4760,2500
130,23000,0.01,20000,4820,2500
160,26000,0.01,20000,4980,2500
160,29000,0.01,20000,5000,2500
110,21000,0.01,20000,5020,2500
0,13000,0,20000,5320,2500
10,9000,0,20000,5340,2500
10,8000,0,20000,5360,2500
10,12000,0,20000,5380,2500
40,13000,0,20000,5400,2500
20,16000,0,20000,5420,2500
0,1100,0,20000,3440,2480
0,2100,0,20000,3460,2480
230,7000,0.03,20000,3560,2480
210,11000,0.02,20000,3580,2480
300,10000,0.03,20000,3600,2480
400,15000,0.03,20000,3640,2480
100,15000,0.01,20000,3660,2480
210,20000,0.01,20000,3960,2480
30,11000,0,20000,3980,2480
60,19000,0,20000,4160,2480
10,20000,0,20000,4180,2480
60,26000,0,20000,4200,2480
10,14000,0,20000,4220,2480
270,30000,0.01,20000,4240,2480
70,17000,0,20000,4260,2480
30,30000,0,20000,4320,2480
50,15000,0,20000,4340,2480
20,9000,0,20000,4360,2480
100,24000,0,20000,4380,2480
20,2200,0.01,20000,4720,2480
70,3000,0.02,20000,4780,2480
40,6000,0.01,20000,4800,2480
180,4000,0.04,20000,4820,2480
50,18000,0,20000,4980,2480
110,20000,0.01,20000,5000,2480
40,20000,0,20000,5020,2480
20,15000,0,20000,5320,2480
10,17000,0,20000,5340,2480
10,14000,0,20000,5360,2480
20,15000,0,20000,5380,2480
20,14000,0,20000,5400,2480
0,18000,0,20000,5420,2480
170,21000,0.01,20000,3520,2460
180,13000,0.01,20000,3540,2460
40,8000,0,20000,3560,2460
240,11000,0.02,20000,3580,2460
500,20000,0.03,20000,3920,2460
0,4000,0,20000,4080,2460
0,7000,0,20000,4100,2460
30,11000,0,20000,4120,2460
80,22000,0,20000,4140,2460
130,22000,0.01,20000,4440,2460
80,40000,0,20000,4460,2460
20,6000,0,20000,4600,2460
20,4000,0,20000,4620,2460
30,2700,0.01,20000,4720,2460
80,2300,0.03,20000,4740,2460
NA,NA,NA,20000,4840,2460
20,7000,0,20000,5000,2460
NA,NA,NA,20000,5220,2460
0,1400,0,20000,5300,2460
0,23000,0,20000,5440,2460
0,25000,0,20000,5460,2460
100,27000,0,20000,5640,2460
190,29000,0.01,20000,5660,2460
140,24000,0.01,20000,5680,2460
250,20000,0.01,20000,5700,2460
110,29000,0,20000,5720,2460
180,30000,0.01,20000,5740,2460
0,300,0,20000,2840,2440
20,6000,0,20000,2860,2440
NA,NA,NA,20000,2920,2440
200,23000,0.01,20000,3520,2440
500,27000,0.02,20000,3540,2440
300,24000,0.01,20000,3560,2440
1000,13000,0.08,20000,3640,2440
40,5000,0.01,20000,4080,2440
70,8000,0.01,20000,4100,2440
400,23000,0.02,20000,4120,2440
180,13000,0.01,20000,4140,2440
60,28000,0,20000,4440,2440
120,30000,0,20000,4460,2440
20,1800,0.01,20000,4600,2440
20,2800,0.01,20000,4620,2440
10,3000,0,20000,4720,2440
20,1600,0.01,20000,4740,2440
10,6000,0,20000,5300,2440
10,40000,0,20000,5440,2440
0,26000,0,20000,5460,2440
190,25000,0.01,20000,5640,2440
100,30000,0,20000,5660,2440
170,29000,0.01,20000,5680,2440
280,29000,0.01,20000,5700,2440
130,30000,0,20000,5720,2440
110,40000,0,20000,5740,2440
10,1500,0.01,20000,2840,2420
10,8000,0,20000,2860,2420
900,30000,0.03,20000,3560,2420
1000,22000,0.05,20000,3580,2420
140,11000,0.01,20000,3620,2420
20,20000,0,20000,3640,2420
10,22000,0,20000,3660,2420
40,12000,0,20000,3900,2420
120,20000,0.01,20000,3920,2420
