"UAAXK0000_ORG","UAA","res","x","y"
NA,NA,40000,5000,4880
0,800,40000,5040,4880
NA,NA,40000,5080,4880
NA,NA,40000,5160,4880
0,1800,40000,5200,4880
0,1100,40000,4440,4840
0,900,40000,4480,4840
0,400,40000,4520,4840
NA,NA,40000,4760,4840
NA,NA,40000,4800,4840
0,400,40000,4840,4840
NA,NA,40000,4880,4840
NA,NA,40000,4920,4840
1400,5000,40000,4960,4840
NA,NA,40000,5000,4840
0,1600,40000,5040,4840
NA,NA,40000,5080,4840
0,1200,40000,5120,4840
0,1400,40000,5160,4840
0,230,40000,5200,4840
NA,NA,40000,4400,4800
NA,NA,40000,4440,4800
NA,NA,40000,4480,4800
0,500,40000,4520,4800
0,900,40000,4800,4800
0,1800,40000,4840,4800
NA,NA,40000,4880,4800
NA,NA,40000,4920,4800
1100,8000,40000,4960,4800
NA,NA,40000,5000,4800
0,800,40000,5040,4800
NA,NA,40000,5080,4800
0,400,40000,5120,4800
0,1100,40000,5160,4800
NA,NA,40000,5200,4800
NA,NA,40000,4400,4760
400,5000,40000,4440,4760
NA,NA,40000,4480,4760
NA,NA,40000,4640,4760
NA,NA,40000,4680,4760
NA,NA,40000,4720,4760
NA,NA,40000,4800,4760
1200,7000,40000,4840,4760
NA,NA,40000,4880,4760
NA,NA,40000,5000,4760
NA,NA,40000,5040,4760
NA,NA,40000,5080,4760
NA,NA,40000,5120,4760
NA,NA,40000,5160,4760
NA,NA,40000,5200,4760
NA,NA,40000,4400,4720
NA,NA,40000,4440,4720
0,1600,40000,4480,4720
NA,NA,40000,4520,4720
0,270,40000,4640,4720
NA,NA,40000,4680,4720
0,110,40000,4720,4720
NA,NA,40000,4760,4720
0,400,40000,4800,4720
1000,8000,40000,4840,4720
NA,NA,40000,5000,4720
1100,12000,40000,5040,4720
NA,NA,40000,5080,4720
NA,NA,40000,5120,4720
NA,NA,40000,5160,4720
0,1400,40000,5200,4720
0,500,40000,5240,4720
NA,NA,40000,4400,4680
0,900,40000,4440,4680
0,1100,40000,4480,4680
NA,NA,40000,4520,4680
NA,NA,40000,4560,4680
NA,NA,40000,4600,4680
NA,NA,40000,4640,4680
NA,NA,40000,4680,4680
0,240,40000,4720,4680
NA,NA,40000,4760,4680
NA,NA,40000,4800,4680
NA,NA,40000,4840,4680
2500,19000,40000,5000,4680
4000,30000,40000,5040,4680
3000,12000,40000,5080,4680
NA,NA,40000,5120,4680
700,4000,40000,5160,4680
1500,3000,40000,5200,4680
NA,NA,40000,5240,4680
0,230,40000,5280,4680
NA,NA,40000,4360,4640
NA,NA,40000,4400,4640
0,700,40000,4440,4640
NA,NA,40000,4480,4640
NA,NA,40000,4520,4640
0,400,40000,4600,4640
0,130,40000,4640,4640
0,700,40000,4680,4640
0,500,40000,4720,4640
0,500,40000,4760,4640
NA,NA,40000,4800,4640
NA,NA,40000,4840,4640
1100,14000,40000,5000,4640
5000,19000,40000,5040,4640
2900,12000,40000,5080,4640
1600,2800,40000,5120,4640
NA,NA,40000,5160,4640
1500,4000,40000,5200,4640
NA,NA,40000,5240,4640
NA,NA,40000,4320,4600
290,5000,40000,4360,4600
600,3000,40000,4400,4600
NA,NA,40000,4440,4600
NA,NA,40000,4480,4600
NA,NA,40000,4520,4600
NA,NA,40000,4560,4600
0,240,40000,4600,4600
0,300,40000,4640,4600
NA,NA,40000,4680,4600
0,500,40000,4720,4600
NA,NA,40000,4760,4600
NA,NA,40000,4800,4600
1200,10000,40000,4840,4600
1700,16000,40000,4960,4600
5000,29000,40000,5000,4600
4000,30000,40000,5040,4600
3000,13000,40000,5080,4600
4000,24000,40000,5120,4600
1100,15000,40000,5160,4600
NA,NA,40000,5200,4600
4000,10000,40000,5240,4600
1000,5000,40000,5280,4600
NA,NA,40000,5320,4600
NA,NA,40000,4320,4560
800,5000,40000,4360,4560
400,8000,40000,4400,4560
NA,NA,40000,4480,4560
NA,NA,40000,4520,4560
0,160,40000,4560,4560
NA,NA,40000,4600,4560
NA,NA,40000,4640,4560
NA,NA,40000,4680,4560
NA,NA,40000,4720,4560
900,6000,40000,4760,4560
1900,10000,40000,4800,4560
NA,NA,40000,4840,4560
1400,3000,40000,4920,4560
2100,23000,40000,4960,4560
2000,16000,40000,5000,4560
1800,14000,40000,5040,4560
1200,8000,40000,5080,4560
2600,16000,40000,5120,4560
1000,17000,40000,5200,4560
NA,NA,40000,5240,4560
1600,6000,40000,5280,4560
NA,NA,40000,5320,4560
NA,NA,40000,5360,4560
NA,NA,40000,4240,4520
NA,NA,40000,4280,4520
NA,NA,40000,4320,4520
900,20000,40000,4360,4520
500,8000,40000,4400,4520
NA,NA,40000,4440,4520
NA,NA,40000,4520,4520
NA,NA,40000,4560,4520
NA,NA,40000,4600,4520
NA,NA,40000,4640,4520
NA,NA,40000,4680,4520
NA,NA,40000,4720,4520
NA,NA,40000,4760,4520
NA,NA,40000,4800,4520
3000,19000,40000,4920,4520
3000,25000,40000,4960,4520
3000,20000,40000,5000,4520
NA,NA,40000,5040,4520
700,5000,40000,5080,4520
1000,7000,40000,5120,4520
800,10000,40000,5160,4520
2300,13000,40000,5200,4520
900,7000,40000,5240,4520
1000,7000,40000,5320,4520
NA,NA,40000,5360,4520
0,600,40000,4200,4480
240,2000,40000,4240,4480
500,9000,40000,4320,4480
900,22000,40000,4360,4480
NA,NA,40000,4400,4480
NA,NA,40000,4440,4480
NA,NA,40000,4480,4480
NA,NA,40000,4520,4480
800,3000,40000,4560,4480
NA,NA,40000,4600,4480
1000,2200,40000,4640,4480
NA,NA,40000,4680,4480
2100,8000,40000,4720,4480
1300,3000,40000,4760,4480
1600,12000,40000,4880,4480
3000,50000,40000,4960,4480
2600,21000,40000,5000,4480
1400,9000,40000,5040,4480
1000,7000,40000,5080,4480
700,7000,40000,5120,4480
1200,9000,40000,5160,4480
600,5000,40000,5200,4480
400,4000,40000,5240,4480
1600,5000,40000,5280,4480
2200,9000,40000,5320,4480
NA,NA,40000,4200,4440
NA,NA,40000,4240,4440
500,8000,40000,4280,4440
1200,16000,40000,4320,4440
NA,NA,40000,4360,4440
0,500,40000,4400,4440
0,210,40000,4440,4440
NA,NA,40000,4480,4440
4000,12000,40000,4520,4440
NA,NA,40000,4600,4440
900,2700,40000,4640,4440
1600,5000,40000,4680,4440
1500,5000,40000,4720,4440
1500,15000,40000,4880,4440
3000,26000,40000,4920,4440
4000,40000,40000,4960,4440
1600,6000,40000,5040,4440
1300,8000,40000,5080,4440
1400,12000,40000,5120,4440
800,10000,40000,5160,4440
1000,8000,40000,5200,4440
2200,11000,40000,5240,4440
800,7000,40000,5280,4440
2200,7000,40000,5320,4440
800,2200,40000,5360,4440
NA,NA,40000,4120,4400
280,10000,40000,4160,4400
400,6000,40000,4200,4400
NA,NA,40000,4240,4400
NA,NA,40000,4280,4400
400,6000,40000,4320,4400
NA,NA,40000,4360,4400
0,600,40000,4400,4400
NA,NA,40000,4480,4400
3000,8000,40000,4520,4400
NA,NA,40000,4560,4400
NA,NA,40000,4600,4400
NA,NA,40000,4640,4400
NA,NA,40000,4680,4400
NA,NA,40000,4720,4400
2200,17000,40000,4880,4400
7000,30000,40000,4920,4400
2700,23000,40000,4960,4400
4000,12000,40000,5000,4400
800,7000,40000,5040,4400
500,5000,40000,5080,4400
230,7000,40000,5120,4400
NA,NA,40000,5160,4400
1700,8000,40000,5200,4400
3000,10000,40000,5240,4400
900,3000,40000,5280,4400
2400,12000,40000,5320,4400
NA,NA,40000,4080,4360
120,3000,40000,4120,4360
NA,NA,40000,4160,4360
0,2500,40000,4200,4360
0,1100,40000,4240,4360
NA,NA,40000,4280,4360
NA,NA,40000,4320,4360
1000,7000,40000,4360,4360
NA,NA,40000,4400,4360
NA,NA,40000,4440,4360
NA,NA,40000,4480,4360
NA,NA,40000,4520,4360
NA,NA,40000,4560,4360
NA,NA,40000,4600,4360
NA,NA,40000,4640,4360
NA,NA,40000,4680,4360
2300,15000,40000,4920,4360
3000,9000,40000,5000,4360
2500,11000,40000,5040,4360
1100,12000,40000,5080,4360
400,7000,40000,5120,4360
1000,9000,40000,5160,4360
900,7000,40000,5200,4360
600,3000,40000,5240,4360
700,2600,40000,5280,4360
NA,NA,40000,5320,4360
NA,NA,40000,4040,4320
80,5000,40000,4080,4320
260,5000,40000,4120,4320
NA,NA,40000,4160,4320
0,900,40000,4200,4320
0,5000,40000,4240,4320
NA,NA,40000,4280,4320
250,6000,40000,4320,4320
NA,NA,40000,4360,4320
NA,NA,40000,4400,4320
NA,NA,40000,4440,4320
NA,NA,40000,4520,4320
0,180,40000,4560,4320
NA,NA,40000,4600,4320
700,3000,40000,4640,4320
700,5000,40000,4680,4320
400,12000,40000,4920,4320
3000,19000,40000,4960,4320
2300,12000,40000,5040,4320
1100,13000,40000,5080,4320
400,9000,40000,5120,4320
500,6000,40000,5160,4320
1900,8000,40000,5200,4320
700,12000,40000,5240,4320
1700,18000,40000,5280,4320
190,1400,40000,4040,4280
NA,NA,40000,4080,4280
NA,NA,40000,4120,4280
NA,NA,40000,4160,4280
NA,NA,40000,4200,4280
NA,NA,40000,4240,4280
NA,NA,40000,4280,4280
NA,NA,40000,4320,4280
NA,NA,40000,4360,4280
0,600,40000,4400,4280
NA,NA,40000,4440,4280
NA,NA,40000,4480,4280
NA,NA,40000,4520,4280
2600,6000,40000,4680,4280
800,19000,40000,4920,4280
2500,40000,40000,4960,4280
3000,50000,40000,5000,4280
4000,30000,40000,5040,4280
2000,24000,40000,5080,4280
2500,40000,40000,5120,4280
3000,30000,40000,5160,4280
3000,18000,40000,5240,4280
NA,NA,40000,5280,4280
210,5000,40000,4040,4240
NA,NA,40000,4080,4240
NA,NA,40000,4120,4240
210,4000,40000,4160,4240
NA,NA,40000,4280,4240
NA,NA,40000,4320,4240
NA,NA,40000,4360,4240
0,800,40000,4400,4240
0,500,40000,4440,4240
NA,NA,40000,4480,4240
0,1000,40000,4520,4240
NA,NA,40000,4600,4240
3000,13000,40000,4640,4240
1300,5000,40000,4680,4240
900,19000,40000,4920,4240
1200,22000,40000,4960,4240
5000,40000,40000,5040,4240
1500,19000,40000,5080,4240
5000,40000,40000,5120,4240
4000,22000,40000,5200,4240
NA,NA,40000,5240,4240
NA,NA,40000,4000,4200
160,2900,40000,4040,4200
NA,NA,40000,4080,4200
270,3000,40000,4120,4200
100,1800,40000,4160,4200
NA,NA,40000,4200,4200
300,9000,40000,4240,4200
NA,NA,40000,4280,4200
400,15000,40000,4320,4200
400,6000,40000,4360,4200
NA,NA,40000,4400,4200
NA,NA,40000,4440,4200
NA,NA,40000,4480,4200
NA,NA,40000,4520,4200
900,5000,40000,4560,4200
500,2300,40000,4600,4200
NA,NA,40000,4640,4200
1200,4000,40000,4680,4200
1600,13000,40000,4920,4200
2800,40000,40000,4960,4200
1600,21000,40000,5120,4200
600,10000,40000,5160,4200
NA,NA,40000,4000,4160
170,10000,40000,4040,4160
NA,NA,40000,4080,4160
100,5000,40000,4120,4160
NA,NA,40000,4200,4160
300,7000,40000,4240,4160
NA,NA,40000,4280,4160
300,13000,40000,4320,4160
1900,40000,40000,4360,4160
140,17000,40000,4400,4160
0,700,40000,4440,4160
NA,NA,40000,4480,4160
NA,NA,40000,4520,4160
1700,6000,40000,4560,4160
3000,11000,40000,4600,4160
2100,7000,40000,4640,4160
4000,11000,40000,4680,4160
2200,9000,40000,4720,4160
NA,NA,40000,4760,4160
1700,7000,40000,4840,4160
900,2100,40000,4880,4160
NA,NA,40000,4920,4160
1900,9000,40000,4960,4160
2000,20000,40000,5000,4160
3000,24000,40000,5040,4160
3000,19000,40000,5080,4160
NA,NA,40000,5320,4160
110,3000,40000,4040,4120
110,4000,40000,4080,4120
50,1800,40000,4120,4120
NA,NA,40000,4200,4120
NA,NA,40000,4240,4120
NA,NA,40000,4280,4120
600,14000,40000,4320,4120
900,12000,40000,4360,4120
500,21000,40000,4400,4120
0,800,40000,4440,4120
NA,NA,40000,4480,4120
NA,NA,40000,4520,4120
NA,NA,40000,4560,4120
2300,9000,40000,4600,4120
7000,21000,40000,4640,4120
2900,15000,40000,4680,4120
4000,30000,40000,4720,4120
9000,23000,40000,4760,4120
800,2300,40000,4880,4120
NA,NA,40000,5000,4120
1300,2600,40000,5120,4120
NA,NA,40000,5160,4120
2300,26000,40000,5200,4120
5000,40000,40000,5240,4120
6000,23000,40000,5280,4120
NA,NA,40000,4040,4080
130,4000,40000,4080,4080
0,400,40000,4120,4080
NA,NA,40000,4200,4080
NA,NA,40000,4240,4080
700,10000,40000,4280,4080
1200,30000,40000,4360,4080
250,10000,40000,4400,4080
NA,NA,40000,4440,4080
2200,10000,40000,4480,4080
NA,NA,40000,4520,4080
NA,NA,40000,4560,4080
1200,4000,40000,4600,4080
4000,14000,40000,4640,4080
4000,30000,40000,4760,4080
1600,12000,40000,4800,4080
NA,NA,40000,5080,4080
5000,30000,40000,5120,4080
4000,30000,40000,5160,4080
5000,50000,40000,5240,4080
4000,7000,40000,5280,4080
180,10000,40000,4040,4040
NA,NA,40000,4080,4040
NA,NA,40000,4120,4040
NA,NA,40000,4160,4040
NA,NA,40000,4200,4040
220,3000,40000,4240,4040
500,8000,40000,4280,4040
1000,16000,40000,4320,4040
2700,40000,40000,4360,4040
800,12000,40000,4400,4040
2500,9000,40000,4440,4040
2200,6000,40000,4560,4040
10000,50000,40000,4640,4040
8000,40000,40000,4680,4040
4000,30000,40000,4720,4040
2100,12000,40000,4760,4040
NA,NA,40000,4800,4040
4000,6000,40000,5040,4040
10000,25000,40000,5080,4040
6000,30000,40000,5120,4040
9000,30000,40000,5160,4040
2100,60000,40000,5200,4040
6000,50000,40000,5240,4040
10000,28000,40000,5280,4040
280,13000,40000,4040,4000
NA,NA,40000,4080,4000
NA,NA,40000,4120,4000
NA,NA,40000,4160,4000
NA,NA,40000,4200,4000
800,8000,40000,4280,4000
2000,25000,40000,4320,4000
1900,29000,40000,4360,4000
1100,11000,40000,4400,4000
2200,8000,40000,4440,4000
7000,17000,40000,4480,4000
4000,10000,40000,4520,4000
3000,14000,40000,4560,4000
6000,24000,40000,4640,4000
10000,30000,40000,4680,4000
6000,24000,40000,4720,4000
2900,14000,40000,4760,4000
0,600,40000,4800,4000
NA,NA,40000,5000,4000
10000,20000,40000,5040,4000
7000,19000,40000,5080,4000
7000,40000,40000,5200,4000
12000,40000,40000,5240,4000
4000,23000,40000,5320,4000
130,26000,40000,4040,3960
NA,NA,40000,4080,3960
0,700,40000,4120,3960
NA,NA,40000,4160,3960
NA,NA,40000,4200,3960
NA,NA,40000,4240,3960
NA,NA,40000,4280,3960
NA,NA,40000,4320,3960
1200,7000,40000,4360,3960
2500,9000,40000,4400,3960
5000,11000,40000,4440,3960
NA,NA,40000,4480,3960
4000,10000,40000,4520,3960
5000,12000,40000,4560,3960
3000,16000,40000,4600,3960
2600,12000,40000,4640,3960
7000,30000,40000,4680,3960
4000,17000,40000,4720,3960
6000,13000,40000,5000,3960
2600,5000,40000,5120,3960
2600,15000,40000,5160,3960
5000,30000,40000,5240,3960
NA,NA,40000,4040,3920
NA,NA,40000,4080,3920
NA,NA,40000,4120,3920
NA,NA,40000,4160,3920
NA,NA,40000,4200,3920
NA,NA,40000,4240,3920
7000,26000,40000,4400,3920
8000,40000,40000,4440,3920
12000,60000,40000,4480,3920
6000,20000,40000,4560,3920
NA,NA,40000,4720,3920
1300,3000,40000,5000,3920
5000,24000,40000,5160,3920
5000,40000,40000,5240,3920
1500,9000,40000,5360,3920
NA,NA,40000,4080,3880
300,5000,40000,4120,3880
170,6000,40000,4160,3880
100,2400,40000,4200,3880
8000,23000,40000,4560,3880
10000,20000,40000,4600,3880
7000,18000,40000,4640,3880
6000,23000,40000,4680,3880
